A	B	Y	Z	coefficient
13	5	4	3	1332985151380433658498684100316499338807077940835991190705839177728
13	5	3	4	-174189976694253044674852350343859682150988531227102683561562341376
13	5	2	5	10455355946209460974393247958762010789034517851523069193423847424
13	5	1	6	-269587579944729262657529582596443088082258879057607338557636608
13	5	0	7	2223620709617330258773135014710402712933043889899836518154240
13	4	8	0	323739208893088689512350889447521252517875531793779587883795799556096
13	4	7	1	-61788580291952607364587339808091296017149402664651159404308657324032
13	4	6	2	113412525754697705037839870782579930903206378286627326215374008336384
13	4	5	3	-12229942278224866687466825384818296295680640900931015604266327015424
13	4	4	4	-249831987867278578232774254206534677189117261404066327276750798848
13	4	3	5	85362692876240557307028865429535230271802347246911361384658075648
13	4	2	6	-4237184721530630644023611804327434847687111572861401346289811456
13	4	1	7	76728267202612937655559385522437557559563865109588178215583744
13	4	0	8	-427059915577944521275743406711999533781782157804206418292736
13	3	9	0	5678388447052331886742081369901325264544341683260739867510610415386624
13	3	8	1	-3135373347618572162589562387027944793143780929044318700481201722916864
13	3	7	2	2196414252323469399930871566715904350450631266140839055569023769247744
13	3	6	3	-431280262479560815299610319395160226703449090114358805001615722348544
13	3	5	4	38593454451078145631251483390266874900985157468279901487283865583616
13	3	4	5	-2097834106898955821764598887314400512270533019996663617678064254976
13	3	3	6	88113282340079587589734510867100505567193192951891706237831430144
13	3	2	7	-3144369371096463740747064844518288431855103743944092887285760000
13	3	1	8	72241788998817438043444129458788912963204091003021717138309120
13	3	0	9	-643077046207638412441599797987256843379639654898484273954816
13	2	10	0	3498117961998446962154310479377726851673518547572082596653832052801536
13	2	9	1	31484333797315865007626961184792225478006353129567241935664422820118528
13	2	8	2	-7375780538841131495248557572345925991087851873804227548142688216612864
13	2	7	3	974978068194104860357237555989894781146737672880336257755831798333440
13	2	6	4	-143567787349179334856319053044005884140705328680382395370374753026048
13	2	5	5	14110753249856952134260793928222887935469915067621563534914965798912
13	2	4	6	-660711286844716874826479718562564604897320208691873554969179471872
13	2	3	7	4311478976501509363051115985718705229385106682439324185752436736
13	2	2	8	820549847501326932595602444610905758534725302647862745823391744
13	2	1	9	-29641719502716682325378237864679758882424571262406710791913472
13	2	0	10	317473798457320529852451383086730530887466908267759815577600
13	1	11	0	-6858019560068729499156874171038323082084645760065193111513048757305344
13	1	10	1	-7434239290979093234872457743035439144215785432459392270846858185277440
13	1	9	2	23338245474957670228640958850610528196988601956809210173540988750004224
13	1	8	3	-4787184166472795303924492060100794089557545015772896730171605380497408
13	1	7	4	-29624414854483227552072827148404870422351672126765715172398947565568
13	1	6	5	86869010038816721757338710003046641169319609963827871536686301970432
13	1	5	6	-10049009762691924590367642228333539133555718314326623319188557496320
13	1	4	7	537359438002533196628423441931713060359051712952250583541332115456
13	1	3	8	-14064591573374440637972552171861066109810900542083645803592040448
13	1	2	9	106542764293362718668232113020689737330720744670003611352694784
13	1	1	10	2807469808907039296545057562502656278186136720228687319556096
13	1	0	11	-55551129405121183412729961670247189338440216335165343203328
13	0	12	0	1433272354311531698291801549177906843337172934641083672362253785235456
13	0	11	1	-3178184602541675679664133113744770971109536766707493545444210696257536
13	0	10	2	-150387685706736524334856111627862365998670405371270384881507738714112
13	0	9	3	2712067575357605394995657466573031498481318764911815994981434052182016
13	0	8	4	-1487916214035470564162443018019059556573315532078487191474935491067904
13	0	7	5	305482629994865888610541267810085327680610097840521130080964944265216
13	0	6	6	-30661752824956704775377986033210219643934476789046260604379677261824
13	0	5	7	1567663343996256640003776065383633866131379431257167090509104939008
13	0	4	8	-25289918344933210212941154014601881667308896528508172746662379520
13	0	3	9	-1487606623336517617321261138667106087786176563608717369710149632
13	0	2	10	96059598223082423868200072116562588913771121105494919580663808
13	0	1	11	-2265640165133692471008068429104773035336768130767129978560512
13	0	0	12	21048856808397698713454791702392390123722077439210110500864
12	13	0	0	-11428823729183673227753548208524496726193924060019851264
12	12	1	0	-610941552576539207794032802945978128717884037816794382336
12	12	0	1	336684623403714854478317649833973049135849226143043616768
12	11	2	0	167652778409415248650308974760564716831858097609695858393088
12	11	1	1	24127807463149325333210522033318999479272749566566389022720
12	11	0	2	-3014150026601668555059697441871721499636395549882949828608
12	10	3	0	24384234147108715143356672017130489307784352254511111742259200
12	10	2	1	-2059461673391539348647613336848297488331368788655890137513984
12	10	1	2	-166073289949218940084998966704632986607997878603886031470592
12	10	0	3	10363927044329429300658844701574364151696016399380955004928
12	9	4	0	1386778265213158826718529122000293502591534206106479078116982784
12	9	3	1	-311040740023998938713722092749413038474787415578719667324321792
12	9	2	2	13475358049671145123053294408191530030660394648880223836291072
12	9	1	3	169650894676356904817511788005626349084593566059258439860224
12	9	0	4	-9665078260896668035904845846455139456932065578648917098496
12	8	5	0	37603573392859704986939234096866126951474357175263467491499147264
12	8	4	1	-14547648293337688111717473073508390399630690883574306391777574912
12	8	3	2	1439792625786519458440997923938009807423279503752892281380372480
12	8	2	3	-55633301855368799298440124021271127768226644230873609365258240
12	8	1	4	1101295381784015734230949432222641959204452725893386648584192
12	8	0	5	-17612705897042443985989279704791912038078089818353623367680
12	7	6	0	342621472713461503336059204831906571321825217204846441543242579968
12	7	5	1	-295298190390447398306998777739214996990505849089280005299050315776
12	7	4	2	45466742653304951669040509208622854970520169300028162157717962752
12	7	3	3	-2924065077264220107012289446842098200456619014012852619898388480
12	7	2	4	109602849591053810441704703443410200658537166097459055089221632
12	7	1	5	-3060459471050996894005947831742448000801440941209792144179200
12	7	0	6	50111332712095275607827038129723352328980919951347946930176
12	6	7	0	-3594083899987429886683657607734804074820075003252229653418096689152
12	6	6	1	-2064401740441328663274554032338591017637069043630342309296100442112
12	6	5	2	510206360970791740670842888528157649969864063232227413280921157632
12	6	4	3	-35073271706151692928738649735948182526413494391182856639382978560
12	6	3	4	915364762184807243702443616307928296180876537178180822712156160
12	6	2	5	-13139915936406380407491749517261907545150035813711438602911744
12	6	1	6	658959567877167728361149554677041453312080477944520483504128
12	6	0	7	-15315466787919483649119574237272495455465203643385277808640
12	5	8	0	-90966360517456823943747290048350736411079195841532688109649213816832
12	5	7	1	13253343156300574059501949857411503159780828253200691550006345138176
12	5	6	2	-934916942471124327645330766531814135549188157532297801669520392192
12	5	5	3	417747109878868686273518958606367879345574585969946813938406260736
12	5	4	4	-64121140825742760514425788690109789713747509145189122336516177920
12	5	3	5	4199492742378354351075929112809945053401747592952469796171087872
12	5	2	6	-132726534113776691413295428220295906192497021461346935367270400
12	5	1	7	1946845951269747986588181584290462584896717190594773944369152
12	5	0	8	-12051843042774972082288913803175982130673256436960194404352
12	4	9	0	-271009789636587072950564129290186521955253978322275885647429699633152
12	4	8	1	98466321857557416695547606598923332585608747145970628529240027627520
12	4	7	2	-14880656252963608018538028386474023310645565192050674988124944990208
12	4	6	3	6146615819158562134130145129493693508201470404258767776358147555328
12	4	5	4	-1096736619660014036944002426335708313878497656906470600554109140992
12	4	4	5	92770876604699070467020362336199422762908469407476204595450118144
12	4	3	6	-4298248209616595507720990684096833707608541842871115528284979200
12	4	2	7	114638991500561723721406951582323129686878314112886520955994112
12	4	1	8	-1842986507692170363742200107331104067691768189009321930211328
12	4	0	9	16046834873006347124070255017275807215910485054637161480192
12	3	10	0	1714838166565654024050303260692771306030423438368447242798623690850304
12	3	9	1	-1122795206712407970298112715217882498407193821605627301866073130401792
12	3	8	2	501899145555121031404699426915995497337356510086364296512272791830528
12	3	7	3	-74341408573766129195666360781577310117918845405081563452878065893376
12	3	6	4	4910409633598952919534562055958911979235031106793048663990086402048
12	3	5	5	-188932778269678217886617287490488032928996855117300939903858507776
12	3	4	6	7850780942037855298320960597250482252488706779137848013773225984
12	3	3	7	-417414169774516508861403788306098067551330429140905317336891392
12	3	2	8	11298547524627902068732860396845660044455458231625616764309504
12	3	1	9	-11061670967085824542576357693683741965215951572330890035200
12	3	0	10	-2990863640359211607382130236833548027333734781338653057024
12	2	11	0	-913399796116216284440155880811343310493189140847223665691967722094592
12	2	10	1	5298310221175424362530266438611459823079496254487667084011365546196992
12	2	9	2	-753547304779457878733955164006259972122347034506727730055559076642816
12	2	8	3	51939062141651104360060159968293701208187714747984862581135047000064
12	2	7	4	-5224323610635104942461475067079060275159941643388072418380801376256
12	2	6	5	-499852479580607548516511716546175663349604647740484846177494433792
12	2	5	6	197443958978209310788148732854577592024054023981189628099473670144
12	2	4	7	-21148961802185955261487426282430853736636244507460348853285208064
12	2	3	8	1143991791925767527733777490764836305186525893804946003221135360
12	2	2	9	-34099869786953559649283246728692394114787273567354840600690688
12	2	1	10	547107937361460719642298833038793116774822234165645795688448
12	2	0	11	-3943042309950163231037211065209210709470291007023085273088
12	1	12	0	-126339195666059100731698408806604436150417052423906213141116511584256
12	1	11	1	-2196898119446860141647439994151498439123044414781611119002596491132928
12	1	10	2	3250819651097995328158403338265173241090956988440924427510211427565568
12	1	9	3	-246715248853344409460538764398879010025345592055261891789261872300032
12	1	8	4	-113990318754068981558438508292145447836186181740892286085516315459584
12	1	7	5	22633641256321201444778531672976954822608723182477522147363812802560
12	1	6	6	-1624854810315088790481869784145143184340739656268100500682736074752
12	1	5	7	29875366635381922130350746491886473588603967604991139390985863168
12	1	4	8	3114026694133534268881000051996889912112962113199144886794551296
12	1	3	9	-250311886292539837945464438548685998678147334103892105279619072
12	1	2	10	8543712316887102422381176711269354010883597598209915488149504
12	1	1	11	-154954430987838941966168331585374036748364821842670155120640
12	1	0	12	1271784758180929584085384920399362044737381041660880347136
12	0	13	0	69070411610836681863973455550939340647181638052298917929112026742784
12	0	12	1	-21639669009562529135270069563993638027653151144688670314849503805440
12	0	11	2	-453590689466556293164188581404163141679088643410401241552646968442880
12	0	10	3	572242878990036401679045698677093386480386169875862953047289600409600
12	0	9	4	-236503005063038837028967739283968894018705364852732972323793116332032
12	0	8	5	36670743851811935917870468478538195987508462845614042644132784111616
12	0	7	6	-1863405735662383696413011548439687109773889369843149890248887107584
12	0	6	7	-129253722153155374389670466036696569148498165045497953325842825216
12	0	5	8	25557412994956674099318544299772515973234362278458528490231709696
12	0	4	9	-1769092314569745720285990522742824974189173329133482007636721664
12	0	3	10	68360548533844838676213480706792649398864282563137189453586432
12	0	2	11	-1542792373227572531002062104307182393718620387895816234713088
12	0	1	12	18401613118551340010539969215292084402012083446755133423616
12	0	0	13	-75176809455595960526162334944919666332244395298009513984
11	14	0	0	-82025361321300174424436094765952486187673618770804736
11	13	1	0	-21238500710039867792069832680042447633529203004413706240
11	13	0	1	2153650318076328976374694904695532927534740777373171712
11	12	2	0	-2034141086169430868458477604543292936125817382868002209792
11	12	1	1	519608162531766346176334181722368717814371212703524978688
11	12	0	2	-21262182303510958836235018938796708115681192202332061696
11	11	3	0	-71824157063839601710826522834116530859662976235222888939520
11	11	2	1	45730027183637542429768028486337996549375759144235842797568
11	11	1	2	-4507102349216733346182905558933148189414061225541187502080
11	11	0	3	107912118372927420862736196009962588124164356038395756544
11	10	4	0	1889568631995453021454505359052006115795259544524707004710912
11	10	3	1	1601350904686851601921462952854574233462762814060711966932992
11	10	2	2	-332676364435276371506325810328393101303517756269424267689984
11	10	1	3	18384634733072761412088015603755056959853624276487427981312
11	10	0	4	-298834586247404369912047058004359311315718306483061620736
11	9	5	0	276226342328471176654690045900758086113085165426163386450509824
11	9	4	1	-11081375980498070411131617344195979452841283106107339228643328
11	9	3	2	-8941161716657270518168242270663173100718644438813883347763200
11	9	2	3	970402462688025516641735384643202896128127721830103664295936
11	9	1	4	-34200337988458106016185089785822738223642153885237020327936
11	9	0	5	382490973327917662455648048132363054807060022876825780224
11	8	6	0	10880122182677134826387975552031290863844411402898071142648250368
11	8	5	1	-2774223367151636376835019695195094875112155200546297425693638656
11	8	4	2	106366937979480050399990036566012019598498807507699998964252672
11	8	3	3	9348188599133711398590787924656273015312452341432208120119296
11	8	2	4	-661361624078588418935692504582679363483990714301832168931328
11	8	1	5	8420283190821883122985574069286112563111562091619904782336
11	8	0	6	63488017057063815224111470147853471085149128739955179520
11	7	7	0	190398848460175713746530358063815375681427851958369796921223151616
11	7	6	1	-87305309376422521478139938216740297620847099754010271078192250880
11	7	5	2	10977478414762151090965059677733330772304956754685482363991097344
11	7	4	3	-699827374189514190418539071125920903819727563485206783257477120
11	7	3	4	38043461797154490964937544914717832936693637792538791711309824
11	7	2	5	-1962886150650405603181450607613299477231920748963765408956416
11	7	1	6	61271052962868764518335352707189853258008977278528616005632
11	7	0	7	-702797438448986004322890706705229866845644028832372359168
11	6	8	0	1072837894372542348117854773693328709920452022261764405141591031808
11	6	7	1	-1043311542064519267648922660554374405465845856396657682590455169024
11	6	6	2	184323142409683064209274459129297281696618943912801649804675907584
11	6	5	3	-14963042485238025348975763370589383195465546521272536967728332800
11	6	4	4	896284420843283116370389769427963575193122455419750427943436288
11	6	3	5	-49140150685411770111127217724734197122130049823229539575463936
11	6	2	6	1967222516226989724234413298719621889222618890186272005095424
11	6	1	7	-40075450206124234379029778965851863177330113549610939449344
11	6	0	8	286896390363137325006336459153169735032157573801915514880
11	5	9	0	-9870324064576121990767182008442334581875897830328851433951423102976
11	5	8	1	-1758799537537236396816417541978918350281296985952549869459503448064
11	5	7	2	434772270200519881580887196770106687565600879251784742891412520960
11	5	6	3	26857001693389867286553596798021280552897671325504666902183804928
11	5	5	4	-7454035311988588359349792462625944242348579228630372404683014144
11	5	4	5	460078439625601264931312511712706890084569746304304702464294912
11	5	3	6	-11361928345041231961582531823722463608482185868354727111360512
11	5	2	7	168931164944671892926561283987729860678718386961599138922496
11	5	1	8	-6547981217420662183967319594398646444462482957607444086784
11	5	0	9	133222793397803375273225693547734365052712702968723963904
11	4	10	0	-92625769967485911668972403948799940152946557289327675105470861541376
11	4	9	1	29620364447927150654613786355498539516850319227952143650775116546048
11	4	8	2	-8412111362809691212381404999617598184454080756617206209668804378624
11	4	7	3	2429311018831010440989541073561255770508264583398753737917434167296
11	4	6	4	-348385120858989686276331762216459499994227299037218492222573969408
11	4	5	5	27563434314213004241544784066076343725142009127911958780699410432
11	4	4	6	-1330772467871358870087166217288103143106054159086486225923670016
11	4	3	7	41967355645956128291845415549448744150779354626638319460941824
11	4	2	8	-923713137950682311427879557850627355930886104874042763313152
11	4	1	9	12847331559051832621248725977446302049942982327638925934592
11	4	0	10	-75324287013702347584117946150813230413243433780373028864
11	3	11	0	299197551894010730407678080897261416333722633111752946111741399400448
11	3	10	1	-190054880182152773508070085553322459478876067741466044156154332315648
11	3	9	2	58975110038729838175813427193064937415487892121551332316135781826560
11	3	8	3	-3303791778790594053165160338901081790949073784619032553969084923904
11	3	7	4	-505192259387232885056290248705867763569598356956320135483266957312
11	3	6	5	82329249529519738886938246282390372375433161618671546857468461056
11	3	5	6	-5517850233443883978831214930471173493071834179635525580916719616
11	3	4	7	239316914408643192144536260254360068064220073488870844608315392
11	3	3	8	-8931801500764019294792054499117907498936897613462754778742784
11	3	2	9	265960077427922420182957851271965075117717240500805316018176
11	3	1	10	-4392244889116725353597754343715997078004239328033790459904
11	3	0	11	21185649557195407508146125321059051334291239214388445184
11	2	12	0	-197962077979962151557838777451775047565145229782487696176179281657856
11	2	11	1	615999726884537751702120079356980250155673179064473903917071395192832
11	2	10	2	2380703958488283344710809635028542763647816379283898307743280267264
11	2	9	3	-17318669726969279584551183097860563395579290587269013908509070196736
11	2	8	4	3898803254163243619837276921113824421689466562236737367161132285952
11	2	7	5	-759126858279853559145157093978974084571773366173028067131385970688
11	2	6	6	96696269729491696375510499182081786763272730923260986181890801664
11	2	5	7	-7570162058554209704399164707762248828163889520596923757091880960
11	2	4	8	365096888448951447199850833390054485429768966522794202124468224
11	2	3	9	-10819987025732636007862769614152703689051082756354640021028864
11	2	2	10	193752234019515176544096533960861071262466654909513618849792
11	2	1	11	-1986313501156057715033448372885246579911959718099676069888
11	2	0	12	9834508549664791329157732177548137348426797547758436352
11	1	13	0	32212657744707900055207538614479785659516991631302019126730223517696
11	1	12	1	-283091034336258098663597147701982518833338627582611282805791230787584
11	1	11	2	302488051314203948927811574455652705127478020813729473936270663090176
11	1	10	3	41524546828634062602443277440761633494828109768322265448878350794752
11	1	9	4	-25575472434681465787917800515162938259763425942345225246298496565248
11	1	8	5	2924071611791891967337165782625193203466954636553460722045866213376
11	1	7	6	-44722712707167474862653224752432608632159962469067597195810177024
11	1	6	7	-18724110486595362709314295355238181062697938643653537171647496192
11	1	5	8	2052901723537058890880382855008922067810155971183438504048050176
11	1	4	9	-109131607193710650263068552397482746398487832486010556535062528
11	1	3	10	3475529170694176728993289736550362349658294445711755622055936
11	1	2	11	-67330021040304012115764696736900946391851924245928659353600
11	1	1	12	704084640514260083751464943600652547764624781087104008192
11	1	0	13	-2063813836078956326391368541622415409276568900405100544
11	0	14	0	315634099039097182611319562076385565415953844651457741526333915136
11	0	13	1	19761386166663286813935774498015431934067336164587794361862938689536
11	0	12	2	-69202492583925663352382385711824493173654826348885468478713330401280
11	0	11	3	66562573172094436355190318242396781447875341988181038192446411898880
11	0	10	4	-21448100716625414113708892812261679441218543113290641237564558147584
11	0	9	5	1008471410253227177982698889975326810740439783472561518100138688512
11	0	8	6	474054084279957669439470723199720099720321765331594919844353933312
11	0	7	7	-96754198282493572392588222216715032131096536023309131605019197440
11	0	6	8	9087331347101811522759224639613445145608853176874166068147060736
11	0	5	9	-504036120943565679167802102586319093828089562765823980672385024
11	0	4	10	17121494156751358169994068285367051879240098288463470271381504
11	0	3	11	-325609440315767704746675832747845319763117545693576911126528
11	0	2	12	1823950999676160506885882830317817340503000782984147615744
11	0	1	13	49769243560138422568799246720287888673728146543147614208
11	0	0	14	-758917951499038677348597782974225994923619843166437376
10	15	0	0	69109636556673877245432760035425297755626011688960
10	14	1	0	-24182442527101960527736974312180173372931280215736320
10	14	0	1	-4227407330127312766394130261346118625588157146071040
10	13	2	0	-7655594526806950167037194414352368126975485543797653504
10	13	1	1	226445946837994703999274819613119616863656684808437760
10	13	0	2	70500331932136162772380342920238496999181032571863040
10	12	3	0	-830929158092576650910803913015937436085371924017394581504
10	12	2	1	150383289938950750729934634511408277311162392664252317696
10	12	1	2	580350400006668270192071861649257649178714832329900032
10	12	0	3	-448090670305727050295583922840625345485966347730157568
10	11	4	0	-45058536375299416521958439838595092636692057423270914326528
10	11	3	1	16605119023521640772566797663840360024228805946858814210048
10	11	2	2	-1199730816140108782136956981485719815490784045159662419968
10	11	1	3	2682179624085287548660483359890105867236774709314584576
10	11	0	4	1006820254695029870444828998333331965383103965406691328
10	10	5	0	-1056182004552084464144050481829030641241642090693899589058560
10	10	4	1	852095939460794857296054681182858426020366513086998088155136
10	10	3	2	-122870172114194247684035801966640232299943663342749248126976
10	10	2	3	5972999518797508508453391165578530000730624214580158332928
10	10	1	4	-95133548133451720983188197510163860801596254188905037824
10	10	0	5	350543328547607615823884559573450700560010472229175296
10	9	6	0	14211831829559773356238236620965996968725309038774700355354624
10	9	5	1	19446295415433328008968943945952272966300969833532501871755264
10	9	4	2	-5100387745222824053643256377103546127857266417935021791838208
10	9	3	3	432828954388087130162422208173143299993057334343233125744640
10	9	2	4	-16933902379290276108714405750024381418535424154959894675456
10	9	1	5	348102022596944483142815047626696427490325216623756181504
10	9	0	6	-4257051548434496988459506524588606208802187848721170432
10	8	7	0	1655514392362828209412503356130277503916223178432522330239926272
10	8	6	1	-65432942356640860016739806109141222406960263589736742529794048
10	8	5	2	-75702091851827976260920851235862361101682502425168000440795136
10	8	4	3	10524364957325616884248689499610627920615441709884238805860352
10	8	3	4	-576242963195264534113118960996169771794843286063890755289088
10	8	2	5	15402517685308717797577576100034227060309754000137540272128
10	8	1	6	-229639036611548582129355635043621238125126706467157573632
10	8	0	7	1972130328361144275978127014668263367380469517808828416
10	7	8	0	42752073135028663420578523539144114645912780968310256779313152000
10	7	7	1	-12786543540902295890549368162901229783881683780202051225812205568
10	7	6	2	844550453644125370228151858165949578039620617422689998130642944
10	7	5	3	-6960323573592760222273276098271884236244095480498650034208768
10	7	4	4	1211673476039301548093791335926060081509081046723117368639488
10	7	3	5	-260404284026036767391745240525602412181609736921512233271296
10	7	2	6	13129808565808237234710583865152120796131145069699453878272
10	7	1	7	-203504405659461718454432995708028355445292318928379576320
10	7	0	8	269450763031328004670562078095847285498899672759959552
10	6	9	0	422133936639816412418047643148538265509346825881832734659674112000
10	6	8	1	-217082860832651434051249586004313862843072571170721700337098162176
10	6	7	2	30359397118253532962795820308822483645419690593828159746786721792
10	6	6	3	-2432239781104234251969072190965721592617278226444846807221927936
10	6	5	4	197082643910979598971784752714893356709310351238855708888596480
10	6	4	5	-14521165785409423948826220834180891651540138927548358832029696
10	6	3	6	678331100991650333288970669470796746549936965672917148631040
10	6	2	7	-15742079453780956076742944567435371077178388466705054498816
10	6	1	8	144355088672182120772836731252914254896646792363142676480
10	6	0	9	-325369255758779195971048409665956234512025151925452800
10	5	10	0	75248477345305808831589312694073045042315467265337222664286896128
10	5	9	1	-956876753262239256436895574164511121431527165564930916979888619520
10	5	8	2	166028261781115798907596216602075596190906254596519955352634785792
10	5	7	3	-10506163392893617740412781722107763705985510467886534692919574528
10	5	6	4	926600810552753410881255674356431048165916054443168376031084544
10	5	5	5	-111390732243976204883823591194207097028769839378167741306175488
10	5	4	6	7565883271998298518441422915722526238833573949421123631775744
10	5	3	7	-220770650021636668120648406528723995324953602996643086991360
10	5	2	8	903189764657629530474738341136729970827870918371675013120
10	5	1	9	66378385502535096586898306157594330432240938086312378368
10	5	0	10	-980380096839539097750888917065522673840412928216989696
10	4	11	0	-16678887440314572994712396679077175403983726483471153536807091044352
10	4	10	1	4118576426155698642719934683234825885263978455036295188997263851520
10	4	9	2	-1446269451681618065685988393157403168482120386721250330335412486144
10	4	8	3	394058168074272332792785747958460649854994220657074467447348658176
10	4	7	4	-49440127586014951662438078120700798100385396178706218270490492928
10	4	6	5	3414046704721369517544583368600543858321091119686582466711453696
10	4	5	6	-141156863571238716576631786285182937947071652378051418583531520
10	4	4	7	3723812908393329330996150864737303211454025395126580429979648
10	4	3	8	-62094733846467150556564268877651525766786857235727021211648
10	4	2	9	-326847403446646969382477213585263934049648904232904425472
10	4	1	10	46198454348319995925497224371227179042997085635363340288
10	4	0	11	-804882098874594568191560461491278557564808300161400832
10	3	12	0	35582891268862794496540906315050960899106440052349937009553690329088
10	3	11	1	-19239173852213649858208179679720800182281976454326540380093544398848
10	3	10	2	1699029977162123901993497326810724553928266412025351747562537222144
10	3	9	3	1286809297098653664394589854048033630591771707767161898285864583168
10	3	8	4	-296536843250617519684360050330335624127907805921686363357185835008
10	3	7	5	30665098613800683648178241727005711608291182827159158571242881024
10	3	6	6	-2004736098912211419595998334557923676319640311787816948113342464
10	3	5	7	96007021346139484403555224808521020468466876934903019273977856
10	3	4	8	-3570374664095149500558087512512289606425274751523638984474624
10	3	3	9	85309450277483272634732270524941173294781433960131044278272
10	3	2	10	-614261919623586731798001283389839111487658335536992419840
10	3	1	11	-21630927911766182449514225514350621458237113827119202304
10	3	0	12	421324464215519007766960955332081498552087576563843072
10	2	13	0	-21560492418638438730104313350397063509249969313246972642941170876416
10	2	12	1	50581879146026768402216032863614259425751013663683593481425280565248
10	2	11	2	13676525622336305396213047866433378163339673856269664150576900866048
10	2	10	3	-4926202017233785969844583978417112288210184498530444160196365254656
10	2	9	4	1024677433504523843758842013519184295461221435816243047891288981504
10	2	8	5	-166765449209901358994095431106579439893879893646096617334569172992
10	2	7	6	17664088104729676954406753119146222465311232036396683975440465920
10	2	6	7	-1167909215565797773520188687737845253853377341088117950579343360
10	2	5	8	45771076919244892231178047925015358951307194094039992172019712
10	2	4	9	-912607281449870043455872228864131275617341104274280352022528
10	2	3	10	1029356516082153822200558558654166976433743645403443200000
10	2	2	11	398663817746349996149756377860264708703478758776509399040
10	2	1	12	-9989895468149474284101902002711665259572370690686517248
10	2	0	13	121966691319129004080205145084165397979375543239966720
10	1	14	0	4232855656652696848990377498693360631303546954762144614662063259648
10	1	13	1	-23303486803103794630735056111290304716086975479914482391121169219584
10	1	12	2	18042459547060573770764564971774318831455497264813599144079574171648
10	1	11	3	11235741623878166145901267760352716410563816315435499369104528113664
10	1	10	4	-3135340897843454877124865949172385232053748981803773326550875242496
10	1	9	5	158127559672541360249598457113331587131820683707476029802050224128
10	1	8	6	28233065903582935823947489973805576068104382574665874894318206976
10	1	7	7	-5192166886792027950593180552922269433686275497784111613381443584
10	1	6	8	399594097075518303559481290070860699200420084806301419171414016
10	1	5	9	-17524346942597700463861653795566683078071629841053349548654592
10	1	4	10	437742679110405488936528836600549737862476008058060479004672
10	1	3	11	-3858837475820397641326306043369983993734372263056340484096
10	1	2	12	-115385618087104300325531117862838604574651130192665919488
10	1	1	13	4222706950897755994219387179965728200742623429097684992
10	1	0	14	-38958048486415611604877697866378295318425558947725312
10	0	15	0	-203679903176298297659169704157520422147911818468148527577130074112
10	0	14	1	2246364645804606346399559788312559275228429548366982689109400616960
10	0	13	2	-5921436647076984561070649753634784653135191169160946978856829452288
10	0	12	3	4788059251346798646621210328820758400439456098037254967786259611648
10	0	11	4	-756994925903804719971055427019436160018192748813049676363162714112
10	0	10	5	-420508617317273705565661462686714052703166090373558316025429098496
10	0	9	6	140159058847483898427041559625065031924642099501710458893196328960
10	0	8	7	-19057333785518521071110270528004108025800439047886106811277246464
10	0	7	8	1474556457688728805598244031998372033248183615161289519485157376
10	0	6	9	-67610481207594748867894593032098735531425139390696564286324736
10	0	5	10	1575710289070870263073022055714441535268112337756096780173312
10	0	4	11	5807296267568360027989981430039759489636612769578466213888
10	0	3	12	-1604753459033213198797686552006683488569844696342924099584
10	0	2	13	48429951505465009702670493285332738932795390846552768512
10	0	1	14	-610493415452814418366891165581787775979034834643189760
10	0	0	15	2586427286038160032880284055793576875519760666722304
9	16	0	0	709746631465435583620978341281386948418543812608
9	15	1	0	181847029521425108202246075683595559204996550098944
9	15	0	1	-26919559543818549767844106826514224032336771940352
9	14	2	0	14424492926598178253175186351741218237351006162386944
9	14	1	1	-6954299520030081589494655862389921116256084300529664
9	14	0	2	383524401334810071800296500230101761538446004125696
9	13	3	0	-206715049418850759639377539509434003549428847001993216
9	13	2	1	-627691936829376553801900115276734999021201691762491392
9	13	1	2	94014064610144092234428599879967720406598191238086656
9	13	0	3	-2687603654465185402813648639571008345855492064280576
9	12	4	0	-118417461547037195852458748388554407412510878963928727552
9	12	3	1	-13329730304192156404607085586523628734045652068887560192
9	12	2	2	7858598682180908332445658223222912494925401915243626496
9	12	1	3	-576369009771278673881505728443901665290515596506562560
9	12	0	4	10199998075904897187199895802693115447172193961574400
9	11	5	0	-9454316807839788475590759048793175301907985697473802534912
9	11	4	1	1819243371183233591786220371735196933125380276808244854784
9	11	3	2	172825484568649257554017296105711817658173983594537811968
9	11	2	3	-37004352894312912986351439933982484089820076830964056064
9	11	1	4	1635285395573087182261889205104351812284334362581925888
9	11	0	5	-18420787455733215349764072236452775361120691320520704
9	10	6	0	-361134784190396285828413553684884779712928444111810589818880
9	10	5	1	164990657543066543186524319040965213326188906509013394784256
9	10	4	2	-13572787161011549497207368564777559608006315772313521029120
9	10	3	3	-252017092810311072030224408724485917212057925225542057984
9	10	2	4	56589010975857768522621329866753371723502650314831953920
9	10	1	5	-1556893842109880043757546156651740900097538556147793920
9	10	0	6	8248890891340451571661182203228700707961541752520704
9	9	7	0	-5260898254012461730977782713531698172113724392858673584930816
9	9	6	1	5873063197287190811575227134306264679572233410088220866117632
9	9	5	2	-1029007591187362335339904348356205128948876172441667944710144
9	9	4	3	66566078302313517007892278907529642375751360821115506130944
9	9	3	4	-2000458387511415263241562269628695465154343409211447050240
9	9	2	5	44422160256098223280223543256429321667689219407144681472
9	9	1	6	-1351214221477879370306123070999201645459689592119623680
9	9	0	7	12118636351729418116491997836087108966991031350591488
